HQ,built_threat,quartile
0.5406001806259155,0.7893638014793396,Q3
0.5076972842216492,0.805995762348175,Q3
0.42564868927001953,0.936711847782135,Q4 (highest)
0.5384880900382996,0.8218982219696045,Q3
0.5666918754577637,0.7418888807296753,Q3
0.5945603251457214,0.7052440643310547,Q2
0.5494927763938904,0.7819930911064148,Q3
0.466251939535141,0.9414055943489075,Q4 (highest)
0.6334627270698547,0.6526823043823242,Q2
0.5077524185180664,0.8547254204750061,Q4 (highest)
0.5055667757987976,0.868930459022522,Q4 (highest)
0.6324499249458313,0.6651924848556519,Q2
0.6171688437461853,0.6888575553894043,Q2
0.6897322535514832,0.5418861508369446,Q1 (lowest)
0.6908243298530579,0.47036615014076233,Q1 (lowest)
0.6360851526260376,0.6177843809127808,Q2
0.5049050450325012,0.867003858089447,Q4 (highest)
0.5529000163078308,0.785021185874939,Q3
0.6754929423332214,0.5444032549858093,Q2
0.6799762845039368,0.4990774095058441,Q1 (lowest)
0.5783812403678894,0.7136889100074768,Q2
0.4974781572818756,0.8732956051826477,Q4 (highest)
0.5617279410362244,0.7503765225410461,Q3
0.5545223951339722,0.7548712491989136,Q3
